№,級,給料月額,扶養手当月額,地域手当月額,住居手当月額,通勤手当月額,特殊勤務手当,超過勤務手当,休日給,夜勤手当,管理職手当月額,宿日直手当,管理職員特別勤務手当,給与月額,期末手当年額（昨年度）,勤勉手当年額（昨年度）,【参考】年間給与
328,”08,409004,39600,63230,30100,16447,0,0,0,0,78322,0,0,636703,1485772,711582,9837790
329,”06,393211,0,47185,0,2900,0,0,0,0,0,0,0,443296,1247862,647928,7215342
330,”04,377564,0,45307,0,5000,0,20208,0,0,0,0,0,448079,1155018,599720,7131686
331,”04,376897,0,45227,30100,7380,0,23534,0,0,0,0,0,483138,1152967,598656,7549279
332,”06,388924,0,46670,0,2900,0,38989,0,0,0,0,0,477483,1235378,641446,7606620
333,”06,391068,14000,48608,15300,7400,10500,61406,30144,0,0,0,0,578426,1281796,644380,8867288
334,”04,371376,12800,46101,15300,17000,4780,13252,10734,11934,0,0,0,503277,1209618,589364,7838306
335,”05,375309,29600,48589,15300,9800,3990,43524,18080,14070,0,0,0,558262,1272483,615956,8587583
336,”06,383425,29600,49563,18100,2900,2600,10260,0,6840,0,0,0,503288,1298992,629722,7968170
337,”05,374094,0,44891,15300,7400,13300,21624,28832,0,0,0,0,505441,1182412,613944,7861648
338,”04,376231,0,45147,0,32369,0,0,0,0,0,0,0,453747,1151204,597740,7193908
339,”04,370709,29000,47965,15300,9800,4920,9921,39292,7932,0,0,0,534839,1203201,588450,8209719
340,”06,394609,26800,50569,15300,5170,0,0,0,0,0,0,0,492448,1325903,647928,7883207
341,”05,386342,0,46361,30100,13776,0,0,0,0,0,0,0,476579,1222959,634998,7576905
342,”07,393575,0,56212,15300,25137,0,0,0,0,74860,0,0,565084,1296292,673074,8750374
343,”06,393957,0,47274,15300,10676,0,7310,22776,0,0,0,0,497293,1282163,646384,7896063
344,”07,395031,14000,58066,15300,10138,0,0,0,0,74860,0,0,567395,1379673,675846,8864259
345,”05,386342,0,46361,0,12102,0,68920,0,0,0,0,0,513725,1222959,634998,8022657
346,”06,394609,28100,50725,15300,2900,3500,0,0,0,0,0,0,495134,1329689,647928,7919225
347,”05,388586,14000,48310,15300,7400,0,25650,0,0,0,0,0,499246,1270882,638712,7900546
348,”06,394609,14000,49033,15300,4405,0,0,0,0,0,0,0,477347,1288630,647928,7664722
349,”08,412594,0,59053,0,3876,0,0,0,0,79515,0,0,555038,1301632,675846,8637934
350,”07,398307,26800,59996,15300,11256,0,0,0,0,74860,0,0,586519,1389764,681086,9109078
351,”04,375564,0,45067,0,5170,0,16750,0,0,0,0,0,442551,1148858,596522,7055992
352,”07,390299,26800,59035,15300,5000,0,0,0,0,74860,0,0,571294,1399436,666754,8921718
353,”05,378769,14000,47132,18100,5000,0,0,0,0,0,0,0,463001,1243751,530932,7330695
354,”04,369948,0,44393,30100,3876,0,7392,0,0,0,0,0,455709,1130970,587234,7186712
355,”07,384566,0,55131,15300,14296,0,0,0,0,74860,0,0,544153,1262159,655352,8447347
356,”04,369948,0,44393,15300,14008,0,13464,24948,0,0,0,0,482061,1130970,587234,7502936
357,”06,381934,29600,49384,15300,9800,0,6814,0,0,0,0,0,492832,1293639,626942,7834565
358,”06,381934,20600,48304,15300,8070,0,10221,0,0,0,0,0,484429,1267431,626942,7707521
359,”06,381934,0,45832,15300,3876,0,139687,0,0,0,0,0,586629,1190758,618278,8848584
360,”04,369948,0,44393,0,12102,0,9900,0,0,0,0,0,436343,1130970,587234,6954320
361,”04,380800,25600,48768,15300,14280,0,0,0,0,0,0,0,484748,1239830,605050,7661856
362,”06,390415,0,46849,30100,7400,0,29952,0,0,0,0,0,504716,1220275,633604,7910471
363,”08,421330,20600,62573,15300,14280,0,0,0,0,79515,0,0,613598,1446767,693389,9503332
364,”07,382382,34600,59021,15300,28349,0,0,0,0,74860,0,0,594512,1308199,626942,9069285
365,”05,377273,15600,47144,15300,22786,0,6732,0,0,0,0,0,484835,1272585,618278,7708883
366,”07,391937,0,56015,15300,14296,0,0,0,0,74860,0,0,552408,1290353,669990,8589239
367,”07,391937,20600,58487,15300,5000,0,0,0,0,74860,0,0,566184,1350340,669990,8814538
368,”06,394609,16200,49297,18100,7400,0,22672,0,0,0,0,0,508278,1295019,647928,8042283
369,”07,398307,15600,58652,15300,17228,0,0,0,0,74860,0,0,579947,1357149,681086,8997599
370,”05,387090,0,46450,0,15509,0,29280,0,0,0,0,0,478329,1225343,636236,7601527
371,”08,421330,29000,64801,15300,15210,0,0,0,0,89680,0,0,635321,1255827,951914,9831593
372,”07,391937,47100,61667,15300,26683,0,0,0,0,74860,0,0,617547,1385017,647928,9443509
373,”06,393957,39600,52026,15300,14280,440,0,0,0,0,0,0,515603,1360205,646384,8193825
374,”04,369948,0,44393,30100,2900,11900,0,0,0,0,0,0,459241,1130970,587234,7229096
376,”05,371663,0,44599,18100,5000,17600,23608,28648,0,0,0,0,509218,1068562,245020,7424198
377,”04,366044,26800,47141,15300,24066,7300,0,0,0,0,0,0,486651,1195224,580076,7615112
378,”05,377366,39600,50035,15300,26726,6380,0,0,0,0,0,0,515407,1308163,557426,8050473
379,”04,371756,0,44610,15300,23121,8060,0,0,0,0,0,0,462847,1156335,590430,7300929
380,”04,371090,14000,46210,15300,9800,11200,35088,28600,0,0,0,0,531288,1175548,589212,8140216
381,”05,376525,12800,46719,15300,12200,14000,25528,29024,0,0,0,0,532096,1227438,617970,8230560
382,”05,378208,0,45384,15300,7400,17860,24294,29152,0,0,0,0,517598,1247775,623388,8082339
383,”05,372504,0,44700,15300,12200,15400,21534,28712,0,0,0,0,510350,1182412,613944,7920556
385,”04,375564,0,45067,0,3103,0,30954,0,0,0,0,0,454688,1148858,596522,7201636
386,”04,375564,25600,48139,18100,2900,0,26800,0,0,0,0,0,497103,1223405,596522,7785163
387,”04,374232,0,44907,18100,5000,0,44198,0,0,0,0,0,486437,1144168,594086,7575498
388,”04,369948,0,44393,15300,12200,6540,19800,39204,7920,0,0,0,515305,1130970,587234,7901864
389,”06,394609,26800,50569,18100,7731,0,38720,0,0,0,0,0,536529,1311343,647928,8397619
390,”06,381934,29000,49312,15300,7400,0,34070,0,0,0,0,0,517016,1291892,626942,8123026
391,”06,381934,14000,47512,15300,7400,0,51105,0,0,0,0,0,517251,1248212,626942,8082166
392,”05,374374,39600,49676,15300,7400,11220,13360,43284,8016,0,0,0,562230,1298920,614564,8660244
393,”06,394609,39600,52105,18100,2900,14730,38016,0,9152,0,0,0,569212,1363177,647928,8841649
394,”06,381934,52100,52084,15300,7400,2000,17035,40480,6810,0,0,0,575143,1359159,626942,8887817
395,”07,398307,14000,58460,15300,14088,0,0,0,0,74860,0,12000,587015,1352490,681086,9077756
396,”06,381934,34600,49984,15300,2900,11990,20715,11040,9534,0,0,0,537997,1308199,626942,8391105
397,”07,391937,47100,61667,18100,2900,300,0,0,0,74860,0,4000,600864,1427508,669990,9307866
398,”06,381934,29600,49384,15300,5000,5710,20442,11040,8172,0,0,0,526582,1276953,618278,8214215
399,”05,377273,0,45272,15300,9800,7420,26928,39985,10095,0,0,0,532073,1190758,618278,8193912
400,”05,373439,34600,48964,0,9800,2950,9993,17990,7992,0,0,0,505728,1231725,587234,7887695
401,”04,369948,0,44393,0,5000,4600,13200,0,8580,0,0,0,445721,1130970,587234,7066856
402,”05,378208,0,45384,15300,7400,7000,0,0,0,0,0,0,453292,1200601,623388,7263493
403,”07,390299,0,55819,18100,10040,0,0,0,0,74860,0,0,549118,1303328,666754,8559498
404,”05,382696,26800,49139,18100,0,0,0,0,0,0,0,0,476735,1288182,628342,7637344
405,”08,417599,28100,63025,15300,13776,0,0,0,0,79515,0,0,617315,1452284,711582,9571646
406,”07,395031,39600,61138,15300,5170,0,0,0,0,74860,0,0,591099,1416947,675846,9185981
407,”07,390299,0,55819,18100,3876,0,0,0,0,74860,0,0,542954,1284120,666754,8466322
408,”05,382696,0,45923,15300,14908,0,0,0,0,0,0,0,458827,1091207,316802,6913933
409,”07,395031,12800,57922,15300,7400,0,0,0,0,74860,0,0,563313,1338905,675846,8774507
410,”05,383537,12800,47560,18100,10040,0,17105,0,0,0,0,0,489142,1249499,629424,7748627
411,”07,395031,20600,58858,15300,10138,0,0,0,0,74860,0,0,574787,1347059,675846,8920349
412,”04,378230,39600,50139,15300,13183,0,15120,0,0,0,0,0,511572,1272385,600786,8012035
413,”04,378230,14000,47067,18100,2900,0,6748,0,0,0,0,0,467045,1197838,600786,7403164
414,”08,415233,7800,60305,18100,2900,0,0,0,0,79515,0,0,583853,1384265,706958,9097459
415,”04,372899,15600,46619,0,0,0,0,0,0,0,0,0,435118,1185193,591802,6998411
416,”04,367092,0,44051,0,14280,0,0,0,0,0,0,0,425423,426289,0,5531365
417,”06,377833,0,45339,0,13441,0,23597,0,0,0,0,0,460210,1193178,619534,7335232
418,”05,373439,0,44812,0,15156,0,0,0,0,0,0,0,433407,1180922,613170,6994976
419,”07,379834,0,54563,18100,0,0,0,0,0,74860,0,0,527357,1244944,646412,8219640
420,”07,393575,34600,60364,15300,20143,0,0,0,0,74860,0,0,598842,1397047,673074,9256225
421,”05,373252,14000,46470,15300,8693,0,3330,0,0,0,0,0,461045,1225863,615338,7373741
422,”05,370821,14000,46178,18100,0,13300,3704,28584,0,0,0,0,494687,1218112,611312,7765668
423,”05,369232,0,44307,18100,0,1800,0,0,0,0,0,0,433439,1167209,606050,6974527
424,”05,369980,14000,46077,15300,12150,8160,0,0,0,0,0,0,465667,1215427,609918,7413349
425,”06,385848,0,46301,15300,5000,10500,71179,29736,0,0,0,0,563864,1216363,631572,8614303
426,”05,376244,0,45149,15300,13396,0,13424,0,0,0,0,0,463513,1139766,591802,7293724
427,”04,365188,11200,45166,0,9800,15400,3648,28144,0,0,0,0,478546,1146861,578550,7467963
428,”05,374094,14000,46571,18100,8226,0,0,0,0,0,0,0,460991,1260453,613944,7406289
429,”04,363569,21800,46244,15300,9800,12700,34379,28024,0,0,0,0,531816,1172157,575658,8129607
430,”04,366044,39600,48677,15300,12200,11200,41143,28216,0,0,0,0,562380,1237776,495393,8481729
431,”04,364331,29600,47271,15300,21800,13000,39000,28080,0,0,0,0,558382,1197509,577028,8475121
432,”05,369980,26800,47613,15300,5000,0,3300,0,0,0,0,0,467993,1247334,607132,7470382
433,”05,376244,20600,47621,18100,2900,14700,53696,0,0,0,0,0,533861,1214313,591802,8212447
434,”06,391347,0,46961,15300,5000,0,55856,0,0,0,0,0,514464,1237757,642682,8054007
435,”05,386342,26800,49577,18100,0,9490,28948,44664,10335,0,0,0,574256,1301000,634998,8827070
436,”04,376897,14000,46907,15300,7400,11740,17483,0,11424,0,0,0,501151,1231008,598656,7843476
437,”07,390299,12800,57355,15300,12200,680,0,0,0,74860,0,4000,567494,1358668,666754,8835350
438,”04,376897,26800,48443,18100,2900,6990,10086,0,10752,0,0,0,500968,1231008,598656,7841280
439,”06,378672,34600,49592,15300,14600,2690,16890,10944,7436,0,0,0,530724,1296905,621078,8286671
440,”05,373439,29600,48364,15300,14568,4070,9993,39578,14652,0,0,0,549564,1267117,613170,8475055
441,”05,386342,12800,47897,15300,14600,2280,10338,0,6201,0,0,0,495758,1260232,634998,7844326
442,”06,377833,49600,51291,15300,14600,0,33710,0,0,0,0,0,542334,1323054,619534,8450596
443,”06,378672,42100,50492,15300,7380,0,40536,0,676,0,0,0,535156,1304185,621078,8347135
444,”06,388178,26800,49797,15300,2900,3300,13852,0,6930,0,0,0,507057,1305699,637436,8027819
445,”06,377833,34600,49491,15300,7400,2450,16855,40040,8088,0,0,0,552057,1279374,619534,8523592
446,”05,377273,39600,50024,18100,5000,11490,14137,10905,10095,0,0,0,536624,1306073,618278,8363839
447,”06,378672,39600,50192,15300,7400,0,37158,0,0,0,0,0,528322,1311465,621078,8272407
448,”05,373439,42100,49864,18100,5000,6540,28116,17990,8658,0,0,0,549807,1339917,613170,8550771
449,”06,378672,7800,46376,30100,12200,2890,16890,10944,6760,0,0,0,512632,1208162,621078,7980824
450,”05,382696,0,45923,15300,12429,0,28677,0,0,0,0,0,485025,976220,0,6796520
451,”05,383537,14000,47704,0,23322,0,0,0,0,0,0,0,468563,1252994,629424,7505174
452,”04,378230,0,45387,15300,5170,0,0,29152,0,0,0,0,473239,1157070,600786,7436724
453,”05,384285,0,46114,15300,11116,0,13712,0,0,0,0,0,470527,1214909,630818,7492051
454,”04,378230,0,45387,15300,5000,0,24024,0,0,0,0,0,467941,1157070,600786,7373148
455,”05,369980,0,44397,15300,3876,1800,0,0,0,0,0,0,435353,1174659,609918,7008813
456,”04,366044,26800,47141,15300,9800,2700,0,0,0,0,0,0,467785,1195224,580076,7388720
457,”05,370821,14000,46178,0,16452,2240,0,0,0,0,0,0,449691,1218112,611312,7225716
458,”05,390550,0,46866,18100,0,0,26341,0,0,0,0,0,481857,1236671,642118,7661073
459,”06,389670,0,46760,15300,12200,0,97328,0,0,0,0,0,561258,1270276,640212,8645584
460,”07,390299,34600,59971,15300,5000,0,0,0,0,74860,0,0,580030,1370316,666754,8997430
461,”04,375564,39600,49819,30100,8693,0,134670,0,0,0,0,0,638446,1286013,596522,9543887
462,”05,383537,0,46024,15300,7400,0,20526,0,0,0,0,0,472787,1212226,629424,7515094
463,”08,409864,47100,64377,18100,2900,0,0,0,0,79515,0,0,621856,1412948,669990,9545210
464,”05,383537,11200,47368,15300,15923,0,11085,0,0,0,0,0,484413,1244840,629424,7687220
465,”06,388178,25600,49653,18100,5000,0,13852,0,0,0,0,0,500383,1302204,637436,7944236
466,”05,382696,26800,49139,18100,3876,0,84120,0,0,0,0,0,564731,1288182,628342,8693296
467,”07,390299,34600,59971,15300,12986,0,0,0,0,74860,0,0,588016,1384876,666754,9107822
468,”07,391937,0,56015,15300,9293,0,0,0,0,74860,0,0,547405,1290353,669990,8529203
469,”08,409864,14000,60405,15300,8601,0,0,0,0,79515,0,0,587685,1331121,669990,9053331
470,”07,387569,29600,57903,15300,13855,0,0,0,0,65360,0,0,569587,1357854,660284,8853182
471,”08,405769,0,58234,15300,4135,0,0,0,0,79515,0,0,562953,1270471,659668,8685575
472,”05,370354,0,44442,0,5170,0,19824,0,0,0,0,0,439790,1167802,606358,7051640
473,”05,370354,42100,49494,18100,2900,0,0,0,0,0,0,0,482948,1275838,606358,7677572
474,”07,391937,39600,60767,15300,25185,0,0,0,0,74860,0,0,607649,1405668,669990,9367446
475,”05,380171,29600,49172,15300,13243,0,3391,0,0,0,0,0,490877,1289178,624626,7804328
476,”07,388479,0,55600,15300,4405,0,0,0,0,74860,0,0,538644,1277592,663364,8404684
477,”06,388178,0,46581,15300,5000,0,24241,0,0,0,0,0,479300,1246865,637436,7635901
478,”05,382696,0,45923,0,5000,0,51210,0,0,0,0,0,484829,1210140,628342,7656430
479,”05,378021,12800,46898,15300,14175,0,16860,0,0,0,0,0,484054,1223405,596522,7628575
480,”04,362332,0,43479,0,2900,0,9696,0,0,0,0,0,418407,1104864,573678,6699426
481,”04,364331,34600,47871,15300,7400,14000,21060,28080,0,0,0,0,532642,1212069,577028,8180801
482,”07,380769,14000,56220,15300,11256,0,0,0,0,73737,0,0,551282,1299546,653596,8568526
483,”05,369980,14000,46077,18100,5000,1400,0,0,0,0,0,0,454557,1215427,609918,7280029
484,”04,359856,0,43182,18100,19482,11700,40448,27736,0,0,0,0,520504,1097241,569720,7913009
485,”04,367853,0,44142,18100,0,0,16410,0,0,0,0,0,446505,1124223,583730,7066013
486,”05,370821,14000,46178,15300,12200,1800,0,0,0,0,0,0,460299,1212746,608526,7344860
487,”04,367853,14000,45822,18100,6805,0,27044,0,0,0,0,0,479624,1164991,583730,7504209
488,”04,364902,0,43788,15300,7238,0,36583,0,0,0,0,0,467811,1113956,578400,7306088
489,”07,386568,54600,61923,15300,7400,0,0,0,0,74860,0,0,600651,1376842,632344,9216998
490,”06,385010,21800,48817,15300,2900,3600,17175,0,0,0,0,0,494602,1281329,632344,7848897
491,”06,385010,26800,49417,18100,8838,0,17175,0,0,0,0,0,505340,1281329,632344,7977753
492,”06,385010,34600,50353,15300,5170,0,0,0,0,0,0,0,490433,1318602,632344,7836142
493,”07,386568,14000,57051,18100,14874,0,0,0,0,74860,0,0,565453,1311239,659668,8756343
494,”07,391937,26800,59231,15300,5000,0,0,0,0,74860,0,0,573128,1368394,669990,8915920
495,”06,385010,0,46201,15300,26748,0,92745,0,0,0,0,0,566004,1217847,632344,8642239
496,”06,385010,20600,48673,15300,14296,3600,208566,0,0,0,0,0,696045,1277834,632344,10262718
497,”05,379517,34600,49694,15300,14280,0,3656,3656,0,0,0,0,500703,1285899,560630,7854965
498,”07,379834,7800,55499,15300,5000,0,0,0,0,74860,0,0,538293,1218863,621078,8299457
499,”06,378672,0,45440,18100,9110,0,30402,0,0,0,0,0,481724,1180922,613170,7574780
500,”06,371682,37100,49053,15300,12550,0,82900,0,0,0,0,0,568585,1280410,608732,8712162
501,”04,364045,15600,45557,0,24858,0,0,0,0,0,0,0,450060,933608,0,6334328
502,”05,378769,0,45452,18100,0,0,64606,0,0,0,0,0,506927,1196722,621374,7901220
503,”04,360523,34600,47414,0,5000,5420,17366,0,7716,0,0,0,478039,1185193,570634,7492295
504,”04,360523,34600,47414,15300,9800,2000,9648,0,6430,0,0,0,485715,1199753,570634,7598967
505,”06,385010,0,46201,0,8838,0,24732,25963,0,0,0,0,490744,1217847,632344,7739119
506,”06,385010,0,46201,30100,12190,0,0,0,0,0,0,0,473501,1217847,632344,7532203
507,”06,381934,7800,46768,30100,3876,2700,6814,0,0,0,0,0,479992,1230158,626942,7617004
508,”07,384566,7800,56067,18100,5000,0,0,0,0,74860,0,0,546393,1284872,655352,8496940
509,”06,386687,12800,47938,18100,8838,0,31050,0,0,0,0,0,505413,1297150,634812,7996918
510,”04,364045,0,43685,0,5000,2700,45472,0,0,0,0,0,460902,1110729,576724,7218277
511,”04,364045,0,43685,0,2900,0,6496,0,0,0,0,0,417126,1110729,576724,6692965
512,”06,373546,0,44825,18100,2900,0,0,0,0,0,0,0,439371,1161542,603108,7037102
513,”05,362032,29600,46995,15300,12190,2700,6460,0,0,0,0,0,475277,1227464,592582,7523370
514,”04,362617,0,43514,18100,0,0,53832,0,0,0,0,0,478063,1105743,574136,7416635
515,”05,361939,14000,45112,15300,5000,0,66902,10461,0,0,0,0,518714,1184422,593820,8002810
516,”04,361570,29600,46940,15300,10131,0,0,0,0,0,0,0,463541,960121,0,6522613
517,”06,378672,0,45440,0,13036,0,0,0,0,0,0,0,437148,1196150,621078,7063004
518,”06,378672,26800,48656,18100,0,0,20268,0,0,0,0,0,492496,1291753,621078,7822783
519,”04,367092,15600,45923,15300,13776,0,213006,0,0,0,0,0,670697,1167009,582360,9797733
520,”06,385010,0,46201,15300,5000,0,161445,0,0,0,0,0,612956,1217847,632344,9205663
521,”06,378672,29600,48992,15300,8601,0,0,0,0,0,0,0,481165,1282345,621078,7677403
522,”05,357264,12800,44407,18100,5000,0,0,0,0,0,0,0,437571,1150268,585460,6986580
523,”04,367092,0,44051,30100,13239,0,42575,0,0,0,0,0,497057,1121582,582360,7668626
524,”06,363387,26500,46786,15300,20623,0,16600,28008,0,0,0,0,517204,1208003,587164,8001615
525,”04,359666,0,43159,15300,22562,0,9624,0,0,0,0,0,450311,1095774,568960,7068466
526,”04,356715,0,42805,15300,5000,0,26220,0,0,0,0,0,446040,1085507,563628,7001615
527,”04,362617,14000,45194,15300,7400,14700,34293,27952,0,0,0,0,521456,1152082,577028,7986582
528,”04,352336,34600,46432,0,0,0,32184,0,0,0,0,0,465552,1169835,555098,7311557
529,”04,364331,0,43719,0,7400,14700,26650,28080,0,0,0,0,484880,1111314,577028,7506902
530,”04,364331,84600,53871,15300,7400,14700,3640,28080,0,0,0,0,571922,1348978,580076,8792118
531,”04,352431,0,42291,30100,2900,4000,0,0,0,0,0,0,431722,1073479,557382,6811525
532,”04,365188,0,43822,15300,7400,14700,3648,28144,0,0,0,0,478202,1120116,581598,7440138
533,”04,366044,0,43925,30100,7400,6700,6530,0,0,0,0,0,460699,1117183,580076,7225647
534,”05,366240,47100,49600,18100,5000,0,102849,0,0,0,0,0,588889,1291542,599392,8957602
535,”04,361665,0,43399,18100,5000,14000,20904,27872,0,0,0,0,490940,1108676,575658,7575614
536,”06,378672,39600,50192,15300,9800,2840,16890,10944,6760,0,0,0,530998,1311465,621078,8304519
537,”04,359856,0,43182,15300,10315,0,57780,0,0,0,0,0,486433,1097241,569720,7504157
538,”06,375130,37100,49467,15300,13243,0,0,0,0,0,0,0,490240,1275838,606358,7765076
539,”04,357762,16200,44875,18100,5000,0,3576,0,0,0,0,0,445513,1136493,565608,7048257
540,”06,375130,0,45015,15300,12946,0,40152,0,0,0,0,0,488543,1167802,606358,7636676
541,”06,375130,21800,47631,15300,14874,0,6692,0,0,0,0,0,481427,1231284,606358,7614766
542,”07,377286,0,54257,30100,2900,0,0,0,0,74860,0,0,539403,1191101,618456,8282393
543,”06,375130,0,45015,15300,12102,0,44570,0,0,0,0,0,492117,1185154,615368,7705926
544,”06,375130,15600,46887,15300,3876,0,0,0,0,0,0,0,456793,1230581,615368,7327465
545,”06,375130,0,45015,0,14119,0,3614,0,0,0,0,0,437878,1185154,615368,7055058
546,”04,363188,0,43582,0,14296,0,134395,13996,0,0,0,0,569457,1108088,575352,8516924
547,”06,375130,20600,47487,15300,11256,0,20076,0,0,0,0,0,489849,1213230,606358,7697776
548,”06,375130,15600,46887,15300,8374,0,26768,0,0,0,0,0,488059,1213230,576040,7645978
549,”06,375130,7800,45951,15300,12200,0,0,0,0,0,0,0,456381,1207868,615368,7299808
550,”05,354646,23100,45329,18100,2900,0,0,0,0,0,0,0,444075,1118751,545962,6993613
551,”05,354646,23100,45329,18100,9833,0,18984,0,0,0,0,0,469992,1182300,578958,7401162
552,”06,375130,47100,50667,15300,12396,0,20076,0,0,0,0,0,520669,1307749,615368,8171145
553,”04,352336,34600,46432,15300,5000,0,6790,0,0,0,0,0,460458,1169835,555098,7250429
554,”04,369948,0,44393,0,21250,7000,3300,0,0,0,0,0,445891,1130970,587234,7068896
555,”04,352336,0,42280,0,19425,0,0,0,0,0,0,0,414041,651303,0,5619795
556,”04,357952,14000,44634,15300,7400,18300,23246,27592,0,0,0,0,508424,1138009,569720,7808817
557,”04,350527,0,42063,18100,0,0,0,0,0,0,0,0,410690,1066147,553576,6548003
558,”05,354646,34600,46709,15300,13081,0,25312,0,0,0,0,0,489648,1215788,578958,7670522
559,”04,359856,14000,44862,30100,5000,4000,6806,0,0,0,0,0,464624,1143578,572612,7291678
560,”04,364045,29600,47237,18100,13362,2700,47285,0,0,0,0,0,522329,1196925,576724,8041597
561,”04,359856,14000,44862,15300,27268,13300,0,27736,0,0,0,0,502322,1138009,569720,7735593
562,”04,362617,0,43514,0,7400,15400,3624,0,0,0,0,0,432555,1105743,574136,6870539
563,”04,351479,47100,47829,18100,5000,15400,25457,27088,0,0,0,0,537453,1206823,555404,8211663
564,”04,342244,34600,45221,15300,14618,5040,0,0,0,0,0,0,457023,1140211,539716,7164203
565,”04,340055,34600,44958,15300,20895,7640,0,0,0,0,0,0,463448,1132000,535454,7228830
566,”06,375130,12800,46551,30100,5701,0,6692,0,0,0,0,0,476974,1222428,615368,7561484
567,”04,361665,14000,45079,15300,22142,11200,69938,27872,0,0,0,0,567196,1143578,572612,8522542
568,”04,357000,29600,46392,15300,9800,14700,32233,27512,0,0,0,0,532537,1180504,568198,8139146
569,”04,357952,26800,46170,15300,22291,11900,7025,0,0,0,0,0,487438,1169414,566674,7585344
570,”04,356144,21800,45353,18100,2900,14500,0,27448,0,0,0,0,486245,1149279,563780,7547999
571,”04,361665,0,43399,0,5000,13300,3612,0,0,0,0,0,426976,1102810,572612,6799134
572,”04,353288,29600,45946,15300,2900,0,40976,0,0,0,0,0,488010,1162903,559060,7578083
573,”04,355192,0,42623,15300,7400,13300,0,27376,0,0,0,0,461191,1088439,565150,7187881
574,”04,343577,29600,44781,15300,17816,14500,51367,26480,0,0,0,0,543421,1129759,541850,8192661
575,”04,359856,14000,44862,18100,0,0,32100,0,0,0,0,0,468918,1138009,569720,7334745
576,”05,368297,16200,46139,18100,2900,0,6570,0,0,0,0,0,458206,1155262,575352,7229086
577,”04,354240,0,42508,0,25351,14700,0,27304,0,0,0,0,464103,1079936,560736,7209908
578,”04,363188,11200,44926,0,0,2700,158760,0,0,0,0,0,580774,1140702,575352,8685342
579,”05,353617,0,42434,30100,8693,0,18930,0,0,0,0,0,453774,1110262,576482,7132032
580,”04,363188,14000,45262,18100,2900,0,48600,0,0,0,0,0,492050,1148856,575352,7628808
581,”06,377833,0,45339,0,9306,0,60678,0,0,0,0,0,493156,1193178,619534,7730584
582,”04,362332,0,43479,30100,7238,0,0,0,0,0,0,0,443149,1104864,573678,6996330
583,”06,371682,0,44601,0,12986,0,53573,0,0,0,0,0,482842,1172375,608732,7575211
584,”07,370279,28100,56788,15300,5170,0,0,0,0,74860,0,0,550497,1250638,606882,8463484
585,”04,360523,29600,46814,15300,7400,0,94550,0,0,0,0,0,554187,1185193,570634,8406071
586,”05,357918,0,42950,0,7731,0,14304,0,0,0,0,0,422903,1130835,587164,6792835
587,”04,352336,0,42280,0,8721,0,0,0,0,0,0,0,403337,854167,357113,6051324
588,”05,349690,26800,45178,18100,0,0,68618,0,0,0,0,0,508386,1211267,569052,7880951
589,”06,371682,42100,49653,0,8693,0,0,0,0,0,0,0,472128,1262422,599392,7527350
590,”05,349690,0,41962,30100,17228,0,166053,0,0,0,0,0,605033,1095952,569052,8925400
591,”07,374556,29600,57481,15300,11256,0,0,0,0,74860,0,0,563053,1312440,636704,8705780
592,”05,366240,25600,47020,18100,3876,0,0,0,0,0,0,0,460836,1214374,599392,7343798
593,”04,352336,7800,43216,18100,2900,0,15715,0,0,0,0,0,440067,1091794,555098,6927696
594,”05,366240,0,43948,30100,10315,0,20388,28232,0,0,0,0,499223,1154386,599392,7744454
595,”04,364045,0,43685,15300,8374,0,0,0,0,0,0,0,431404,360525,176985,5714358
596,”04,357000,26800,46056,18100,7400,11200,38603,27512,0,0,0,0,532671,1151921,565150,8109123
597,”04,362617,14000,45194,15300,9800,14700,37528,27952,0,0,0,0,527091,1146511,574136,8045739
598,”04,356715,0,42805,18100,10040,0,15910,0,0,0,0,0,443570,1085507,563628,6971975
599,”04,358904,26800,46284,15300,22536,14000,0,27664,0,0,0,0,511488,1172350,568198,7878404
600,”06,363387,12800,45142,15300,3876,0,14528,0,0,0,0,0,455033,1199575,594384,7254355
601,”04,340055,0,40806,0,5000,2000,0,0,0,0,0,0,387861,1031245,535454,6221031
602,”04,348432,0,41811,0,16002,2000,0,0,0,0,0,0,408245,1066147,553576,6518663
603,”04,347195,0,41663,18100,2900,2000,0,0,0,0,0,0,411858,1054416,547484,6544196
604,”05,357918,37100,47402,18100,2900,10520,26182,10344,8946,0,0,0,519412,1238871,587164,8058979
605,”04,352336,21800,44896,15300,5000,3150,44002,0,10693,0,0,0,497177,1132562,555098,7653784
606,”05,349690,21800,44578,15300,7400,3350,9357,37059,6864,0,0,0,495398,1159433,569052,7673261
607,”05,364276,0,43713,0,3876,0,6500,0,0,0,0,0,418365,1148424,596296,6765100
608,”06,367674,20600,46592,15300,8838,0,6560,0,0,0,0,0,465564,1218695,601636,7407099
609,”06,367674,15600,45992,18100,12102,0,19680,0,0,0,0,0,479148,1204135,601636,7555547
610,”04,354906,20600,45060,15300,5170,0,0,0,0,0,0,0,441036,1137866,559668,6989966
611,”04,356715,21800,45421,30100,11256,0,45313,0,0,0,0,0,510605,1148988,563628,7839876
612,”06,367674,29600,47672,15300,12102,0,49986,0,0,0,0,0,522334,1227464,592582,8088054
613,”06,366556,14000,45666,15300,12190,0,32700,0,0,0,0,0,486412,1195911,599786,7632641
