№,級,給料月額,扶養手当月額,地域手当月額,住居手当月額,通勤手当月額,特殊勤務手当,超過勤務手当,休日給,夜勤手当,管理職手当月額,宿日直手当,管理職員特別勤務手当,給与月額,期末手当年額（昨年度）,勤勉手当年額（昨年度）,【参考】年間給与
390,”05,411000,29000,66000,9800,7100,0,41415,0,0,0,0,0,564315,1372233,743849,8887862
391,”05,411000,14000,63750,9800,10000,0,11295,44726,13554,0,0,0,578125,1327934,743849,9009283
392,”04,395800,26800,63390,9800,4200,7200,10875,46980,11600,0,0,0,576645,1347588,722979,8990307
393,”05,411000,26800,65670,15300,2000,0,0,0,0,0,0,0,520770,1424667,755593,8429500
394,”05,411000,26800,65670,9800,4200,1050,11295,0,8283,0,0,0,538098,1403537,743849,8604562
395,”06,432800,14000,79350,9800,8866,0,0,0,0,82200,0,4000,631016,1468377,825701,9866270
396,”05,411000,34600,66840,9800,4200,13800,39909,44726,12801,0,0,0,637676,1388771,743849,9784732
397,”06,432800,47100,84315,15300,4200,0,0,0,0,82200,0,0,665915,1551611,817469,10360060
398,”05,411000,34600,66840,9800,7100,750,11295,12198,7530,0,0,0,561113,1374004,743849,8851209
399,”04,395800,14000,61470,9800,12900,3000,18850,11745,11600,0,0,0,539165,1277372,725379,8472731
400,”04,395800,39600,65310,0,10000,500,10875,46980,9425,0,0,0,578490,1351656,722205,9015741
401,”03,364200,0,54630,0,2000,150,10008,39633,7337,0,0,0,477958,1112896,641435,7489827
402,”03,353100,0,52965,9800,7100,0,0,0,0,0,0,0,422965,1126534,581089,6783203
403,”06,430900,0,76965,15300,10040,0,0,0,0,82200,0,0,615405,1406542,814010,9605412
404,”03,364200,26800,58650,15300,0,0,0,7206,0,0,0,0,472156,1229975,662336,7558183
405,”07,459200,28100,86865,9800,13776,0,0,0,0,91800,0,0,689541,1603745,880452,10758689
406,”07,438400,26800,83550,9800,5170,0,0,0,0,91800,0,0,655520,1538945,822927,10228112
407,”06,430900,0,76965,15300,3876,0,0,0,0,82200,0,0,609241,1406542,814010,9531444
408,”04,395800,0,59370,9800,14908,0,159500,0,0,0,0,0,639378,1264646,571815,9508997
409,”07,438400,12800,81450,9800,7100,0,0,0,0,91800,0,0,641350,1459798,822927,9978925
410,”03,364200,12800,56550,15300,10040,0,20016,0,0,0,0,0,478906,1189894,663033,7599799
411,”07,438400,20600,82620,9800,9238,0,0,0,0,91800,0,5000,657458,1482833,822927,10195256
412,”03,364200,39600,60570,28000,13183,0,7472,0,0,0,0,0,513025,1241867,648059,8046226
413,”03,364200,14000,56730,15300,2000,0,0,0,0,0,0,0,452230,1166263,648059,7241082
414,”07,459200,7800,83820,15300,2000,0,0,0,0,91800,0,0,659920,1535717,875785,10330542
415,”03,364200,7800,55800,0,0,0,0,0,0,0,0,0,427800,1163250,643795,6940645
416,”03,364200,0,54630,0,14280,0,0,0,0,0,0,0,433110,0,0,5197320
418,”04,395800,0,59370,0,15156,0,45096,0,0,0,0,0,515422,1249474,722205,8156743
419,”06,422600,7800,76890,15300,0,0,0,0,0,82200,0,0,604790,1375368,796094,9428942
420,”06,432800,34600,82440,9800,20143,0,0,0,0,82200,0,4000,665983,1521031,821148,10333975
421,”03,353100,14000,55065,9800,8693,0,13972,0,0,0,0,0,454630,1160435,643988,7259983
422,”03,353100,14000,55065,15300,0,0,3624,27944,0,0,0,0,469033,1156782,641975,7427153
423,”03,353100,0,52965,15300,0,0,0,0,0,0,0,0,421365,1113049,640659,6810088
425,”05,411000,0,61650,9800,4200,0,74093,32528,0,0,0,0,593271,1294556,748341,9162149
426,”04,395800,0,59370,9800,13396,0,27405,0,0,0,0,0,505771,1253689,724527,8047468
427,”03,353100,11200,54645,0,10000,0,3624,27944,0,0,0,0,460513,1121512,627097,7274765
428,”05,395800,14000,61470,15300,8226,0,15660,0,0,0,0,0,510456,1291805,722747,8140024
429,”03,353100,21800,56235,9800,10000,1500,60156,27944,0,0,0,0,540535,1150466,625802,8262688
430,”03,353100,26800,56985,9800,12900,1000,30014,27944,0,0,0,0,518543,1206627,627782,8056925
431,”04,369300,29600,59835,9800,26200,2500,79834,29224,0,0,0,0,606293,1174607,626411,9076534
432,”05,395800,14000,61470,9800,4200,0,18995,0,0,0,0,0,504265,1322206,718610,8091996
433,”04,395800,20600,62460,15300,2000,14700,58000,0,0,0,0,0,568860,1314526,724527,8865373
434,”05,411000,0,61650,9800,4200,600,11295,44726,8283,0,0,0,551554,1302818,752893,8674359
435,”05,399900,26800,64005,15300,0,7800,10989,43516,12461,0,0,0,580771,1348007,732887,9050146
436,”03,364200,14000,56730,9800,7100,4700,17347,18015,10672,0,0,0,502564,1164329,646993,7842090
437,”06,430900,26800,80985,9800,12900,500,0,0,0,82200,0,12000,656085,1444343,814010,10131373
438,”03,364200,14000,56730,15300,2000,3750,20683,18015,12673,0,0,0,507351,1184569,646993,7919774
439,”05,411000,34600,66840,9800,12900,2050,11295,12198,8283,0,0,0,568966,1381435,739687,8948714
440,”04,395800,29600,63810,9800,14064,450,10875,0,7250,0,0,0,531649,1336890,722205,8438883
441,”04,395800,0,59370,9800,12900,150,10875,19575,10150,0,0,0,518620,1268860,732887,8225187
442,”05,411000,49600,69090,9800,12900,0,37650,0,0,0,0,0,590040,1424473,738992,9243945
443,”05,411000,42100,67965,9800,4200,450,11295,0,8283,0,0,0,555093,1403584,739687,8804387
444,”05,411000,26800,65670,9800,7100,450,11295,44726,8283,0,0,0,585124,1377204,750270,9148962
445,”05,411000,34600,66840,9800,7100,1350,11295,12198,8283,0,0,0,562466,1380175,738992,8868759
446,”04,395800,39600,65310,15300,2000,14400,18850,0,10875,0,0,0,562135,1372183,725379,8843182
447,”05,411000,26800,65670,9800,4200,0,48945,0,0,0,0,0,566415,1396201,739687,8932868
448,”04,395800,33100,64335,15300,2000,1900,10875,11745,7975,0,0,0,543030,1351668,722205,8590233
449,”05,411000,21800,64920,28000,10000,300,11295,44726,8283,0,0,0,600324,1302288,739687,9245863
450,”03,364200,0,54630,9800,13951,0,66720,0,0,0,0,0,509301,920853,535615,7568080
451,”03,364200,14000,56730,0,23322,0,0,0,0,0,0,0,458252,1193438,663033,7355495
452,”03,364200,0,54630,9800,5170,0,16680,0,0,0,0,0,450480,1124918,648059,7178737
453,”04,395800,0,59370,9800,11116,0,29290,27405,0,0,0,0,532781,1265769,731184,8390325
454,”03,364200,0,54630,9800,4200,0,0,0,0,0,0,0,432830,1124918,648059,6966937
456,”04,369300,26800,59415,9800,10000,0,0,0,0,0,0,0,475315,1168825,627782,7500387
457,”04,369300,14000,57495,0,16452,220,0,0,0,0,0,0,457467,1156782,641975,7288361
458,”03,364200,14000,56730,15300,0,0,0,0,0,0,0,0,450230,1162629,668838,7234227
459,”06,416600,0,74820,9800,12900,0,0,0,0,82200,0,0,596320,1300298,751504,9207642
460,”06,430900,34600,82155,9800,4200,0,0,0,0,82200,0,0,643855,1508724,814010,10048994
461,”03,364200,39600,60570,30100,0,0,188687,0,0,0,0,0,683157,1237997,645927,10081808
462,”04,395800,0,59370,9800,7100,0,0,0,0,0,0,0,472070,1264646,647952,7577438
463,”07,453200,34600,86940,15300,2000,0,0,0,0,91800,0,0,683840,1633080,864954,10704114
464,”04,395800,11200,61050,9800,15923,0,66120,0,0,0,0,0,559893,1297722,730565,8747003
465,”05,411000,25600,65490,15300,4200,0,0,0,0,0,0,0,521590,1373660,750270,8383010
466,”04,395800,26800,63390,15300,3876,0,77430,0,0,0,0,0,582596,1342529,729868,9063549
467,”06,430900,34600,82155,9800,12986,0,0,0,0,82200,0,0,652641,1508724,814010,10154426
468,”06,432800,0,77250,9800,9293,0,0,0,0,82200,0,0,611343,1412513,817469,9566098
469,”07,453200,14000,83850,9800,7701,0,0,0,0,91800,0,15000,675351,1535328,864954,10504494
470,”06,428300,29600,81015,9800,13855,0,0,0,0,82200,0,0,644770,1482228,807246,10026714
471,”07,449000,0,81120,9800,4135,0,0,0,0,91800,0,0,635855,1479873,856791,9966924
472,”04,395800,16200,61800,9800,5170,0,64240,0,0,0,0,0,553010,1270456,719651,8626227
473,”04,395800,42100,65685,15300,2000,0,47415,0,0,0,0,0,568300,1246340,123920,8189860
474,”07,438400,26800,83550,9800,23280,0,0,0,0,91800,0,0,673630,1529462,817469,10430491
475,”04,395800,34600,64560,9800,13441,0,0,0,0,0,0,0,518201,1347005,727778,8293195
476,”06,429000,0,76680,9800,4405,0,0,0,0,82200,0,0,602085,1400653,810614,9436287
477,”05,411000,0,61650,9800,4200,0,7530,0,0,0,0,0,494180,1298057,750270,7978487
478,”04,395800,0,59370,0,4200,0,29000,0,0,0,0,0,488370,1263381,729868,7853689
479,”04,395800,0,59370,9800,14175,0,48430,0,0,0,0,0,527575,1294160,725998,8351058
480,”03,364200,0,54630,0,2000,0,13344,0,0,0,0,0,434174,1101842,635343,6947273
481,”03,353100,34600,58155,9800,7100,0,45412,27944,0,0,0,0,536111,1189373,626411,8249116
482,”06,420201,14000,77274,9800,11256,0,0,0,0,80967,0,0,613498,1416008,795601,9573585
483,”03,353100,14000,55065,15300,4200,0,3624,27944,0,0,0,0,473233,1155517,641278,7475591
484,”03,353100,0,52965,15300,19482,1000,37128,27944,0,0,0,0,506919,1080696,622832,7786556
485,”03,364200,0,54630,15300,4200,0,13344,0,0,0,0,0,451674,1109856,639759,7169703
486,”04,369300,14000,57495,9800,12900,0,0,0,0,0,0,0,463495,1156782,641975,7360697
487,”03,364200,14000,56730,15300,6805,0,34160,0,0,0,0,0,491195,1151201,639759,7685300
489,”06,427600,54600,84660,9800,7100,0,0,0,0,82200,0,0,665960,1556419,807469,10355408
490,”06,416600,21800,78090,9800,2000,0,0,0,0,82200,0,12000,622490,1357679,747647,9575206
491,”06,416600,26800,78840,15300,8838,0,0,0,0,82200,0,0,628578,1372445,747647,9663028
492,”05,411000,34600,66840,9800,5170,0,19727,0,0,0,0,0,547137,1395480,747647,8708771
493,”06,427600,14000,78570,15300,14874,0,0,0,0,82200,0,0,632544,1436516,807469,9834513
494,”06,432800,14000,79350,9800,4200,0,0,0,0,82200,0,0,622350,1471420,817469,9757089
495,”05,411000,0,61650,9800,26748,0,15060,0,0,0,0,0,524258,1293298,747647,8332041
496,”05,411000,25600,65490,9800,14521,0,3765,0,0,0,0,0,530176,1354134,747647,8463893
497,”04,395800,34600,64560,9800,14280,0,0,0,0,0,0,0,519040,1212157,314171,7754808
498,”06,422600,7800,76890,9800,4200,0,0,0,0,82200,0,0,603490,1398403,796094,9436377
499,”05,411000,0,61650,15300,9110,0,33885,0,0,0,0,0,530945,1279252,739687,8390279
500,”05,406500,42100,67290,9800,12550,0,124498,0,0,0,0,0,662738,1370488,729203,10052547
502,”04,395800,0,59370,15300,0,0,101935,0,0,0,0,0,572405,1257483,726618,8852961
503,”04,371100,34600,60855,0,4200,750,10197,0,8840,0,0,0,490542,1201398,633896,7721798
504,”04,371100,34600,60855,9800,10000,450,10197,40381,7480,0,0,0,544863,1201398,633896,8373650
505,”05,411000,0,61650,0,8838,0,0,0,0,0,0,0,481488,1293298,747647,7818801
506,”05,411000,0,61650,9800,12353,0,30722,0,0,0,0,0,525525,1293298,747647,8347245
507,”05,411000,7800,62820,30100,3876,240,96982,0,0,0,0,0,612818,1309624,743849,9407289
508,”06,426600,7800,77490,15300,4200,0,0,0,0,82200,0,0,613590,1412949,804464,9580493
509,”05,411000,12800,63570,15300,8838,0,8132,0,0,0,0,0,519640,1333618,749035,8318333
510,”03,364200,0,54630,0,4200,0,0,0,0,0,0,0,423030,1104329,636714,6817403
511,”03,364200,0,54630,0,0,0,60450,0,0,0,0,0,479280,1104329,636714,7492403
512,”05,409100,0,61365,15300,2000,0,14988,0,0,0,0,0,502753,1268247,733461,8034744
513,”04,389500,29600,62865,9800,12353,0,16126,0,0,0,0,0,520244,1304448,703578,8250954
514,”04,369300,0,55395,15300,0,0,283342,0,0,0,0,0,723337,1084704,625041,10389789
515,”05,389500,14000,60525,9800,7100,500,92622,30824,0,0,0,0,604871,1258237,703501,9220190
516,”03,364200,0,54630,9800,10131,0,0,0,0,0,0,0,438761,0,0,5265132
517,”05,411000,0,61650,0,13036,0,8132,0,0,0,0,0,493818,1279252,739687,7944755
518,”06,425200,26800,80130,15300,0,0,0,0,0,82200,0,0,629630,1378640,739687,9673887
519,”03,364200,15600,56970,9800,13776,0,0,0,0,0,0,0,460346,1034711,293617,6852480
520,”05,411000,0,61650,9800,4200,0,57378,0,0,0,0,0,544028,1293298,747647,8569281
521,”05,411000,29600,66090,9800,7701,0,0,0,0,0,0,0,524191,1366668,739687,8396647
522,”04,384500,12800,59595,15300,4200,0,57060,0,0,0,0,0,533455,1239775,694881,8336116
523,”04,377300,0,56595,28000,15707,0,35664,0,0,0,0,0,513266,1108752,639151,7907095
524,”05,397500,31500,64350,9800,20821,0,18640,0,0,0,0,0,542611,1311943,713434,8536709
525,”03,364200,0,54630,9800,22562,0,24152,0,0,0,0,0,475344,1097971,633210,7435309
526,”03,364200,0,54630,9800,4200,0,27488,0,0,0,0,0,460318,1093688,630851,7248355
527,”04,369300,14000,57495,9800,7100,1000,35450,29224,0,0,0,0,523369,1126049,625041,8031518
528,”03,364200,34600,59820,0,0,0,97146,0,0,0,0,0,555766,1189514,627348,8486054
529,”03,353100,0,52965,0,7100,0,26780,27944,0,0,0,0,467889,1087191,626411,7328270
530,”03,353100,72100,63780,9800,7100,1500,3624,27944,0,0,0,0,538948,1337036,626411,8430823
531,”04,358900,0,53835,30100,2000,220,0,0,0,0,0,0,445055,1069917,616893,7027470
532,”03,353100,0,52965,9800,7100,0,3624,27944,0,0,0,0,454533,1088435,627097,7169928
533,”03,353100,0,52965,30100,4200,220,25872,0,0,0,0,0,466457,1089679,627782,7314945
534,”04,393900,34600,64275,15300,4200,0,146492,0,0,0,0,0,658767,1370104,711653,9986961
535,”03,353100,0,52965,15300,4200,0,24582,27944,0,0,0,0,478091,1083321,624278,7444691
536,”06,416600,39600,80760,9800,10000,950,0,0,0,82200,0,4000,643910,1396201,739687,9862808
537,”04,367100,0,55065,9800,10315,0,0,0,0,0,0,0,442280,1080696,622832,7010888
538,”05,411000,37100,67215,9800,13441,0,46083,0,0,0,0,0,584639,1383497,736755,9135920
539,”03,364200,16200,57060,15300,4200,0,69923,0,0,0,0,0,526883,1143051,631688,8097335
540,”05,411000,0,61650,9800,12946,0,95781,12198,0,0,0,0,603375,1273931,736755,9251186
541,”06,416600,21800,78090,9800,14874,0,0,0,0,82200,0,0,623364,1338312,736755,9555435
542,”06,420700,0,75435,30100,2000,0,0,0,0,82200,0,0,610435,1368277,792017,9485514
543,”05,411000,0,61650,9800,12102,0,43972,0,0,0,0,0,538524,1273931,736755,8472974
544,”06,416600,15600,77160,9800,3876,0,0,0,0,82200,0,0,605236,1320002,736755,9319589
545,”05,411000,0,61650,0,14119,0,102104,0,0,0,0,0,588873,1273931,736755,9077162
546,”04,373600,0,56040,0,14521,0,55436,0,0,0,0,0,499597,1103084,636028,7734276
547,”05,411000,20600,64740,9800,11256,3240,108127,0,0,0,0,0,628763,1334768,736755,9616679
548,”05,411000,15600,63990,9800,8374,0,0,0,0,0,0,0,508764,1320002,699917,8125087
549,”05,411000,21800,64920,9800,12900,0,78459,0,0,0,0,0,598879,1319104,736755,9242407
550,”04,381700,28100,61470,15300,2000,3240,52864,0,0,0,0,0,544674,1261531,689869,8487488
551,”04,381700,23100,60720,15300,4200,0,63772,0,0,0,0,0,548792,1261531,689869,8536904
552,”06,416600,47100,81885,9800,12396,0,0,0,0,82200,0,0,649981,1413029,736755,9949556
553,”03,364200,34600,59820,9800,4200,0,17481,0,0,0,0,0,490101,1189514,627348,7698074
554,”03,364200,0,54630,0,21250,0,13344,0,0,0,0,0,453424,1112896,641435,7195419
555,”03,364200,0,54630,0,4200,0,24286,0,0,0,0,0,447316,886569,488192,6742553
557,”03,353100,0,52965,15300,0,0,0,0,0,0,0,0,421365,1067155,615371,6738906
558,”04,381700,34600,62445,9800,13081,0,0,0,0,0,0,0,501626,1295493,689869,8004874
559,”04,367100,14000,57165,28000,4200,900,3363,0,0,0,0,0,474728,1122041,622832,7441609
560,”04,374700,34600,61395,15300,13362,0,17160,0,0,0,0,0,516517,1191745,636714,8026663
561,”03,353100,14000,55065,9800,27268,0,3624,27944,0,0,0,0,490801,1122041,622832,7634485
562,”03,353100,0,52965,0,7100,0,3624,0,0,0,0,0,416789,1084704,625041,6711213
563,”03,353100,34600,58155,15300,4200,0,13326,27944,0,0,0,0,506625,1207635,616132,7903267
564,”04,356100,34600,58605,9800,14618,0,0,0,0,0,0,0,473723,1157313,608745,7450734
565,”04,356100,39600,59355,9800,20895,0,23484,0,0,0,0,0,509234,1154134,606994,7871936
566,”05,411000,12800,63570,28000,5701,0,79818,0,0,0,0,0,600889,1311732,736755,9259155
567,”04,368700,14000,57405,9800,22142,1000,84425,29176,0,0,0,0,586648,1124666,624278,8788720
569,”03,353100,26800,56985,9800,22291,0,3624,27944,0,0,0,0,500544,1157079,621309,7784916
570,”03,353100,26800,56985,15300,2000,0,3624,27944,0,0,0,0,485753,1139689,619863,7588588
571,”03,353100,0,52965,0,4200,0,3624,27944,0,0,0,0,441833,1083321,624278,7009595
572,”04,359900,34600,59175,9800,2000,0,46158,0,0,0,0,0,511633,1158578,617578,7915752
574,”03,353100,29600,57405,9800,17816,2000,59766,27944,0,0,0,0,557431,1144482,609811,8443465
575,”04,367100,14000,57165,15300,0,0,201373,0,0,0,0,0,654938,1122041,622832,9604129
576,”04,395800,16200,61800,15300,2000,0,0,0,0,0,0,0,491100,1286286,715965,7895451
577,”03,353100,0,52965,0,25549,0,0,27944,0,0,0,0,459558,1072543,618340,7205579
578,”03,364200,11200,56310,0,0,0,248196,0,0,0,0,0,679906,1136160,636028,9931060
579,”04,380600,0,57090,30100,8693,0,60240,0,0,0,0,0,536723,1190339,688155,8319170
580,”03,364200,14000,56730,15300,2000,0,73392,0,0,0,0,0,525622,1144429,636028,8087921
581,”05,411000,0,61650,0,9306,0,0,0,0,0,0,0,481956,1277991,738992,7800455
582,”03,364200,0,54630,28000,7238,0,16680,0,0,0,0,0,470748,1101842,635343,7386161
583,”05,406500,0,60975,0,12986,0,64336,0,0,0,0,0,544797,1260922,729203,8527689
584,”06,414800,33100,79515,9800,5170,0,0,0,0,82200,0,12000,636585,1431249,780481,9850750
585,”03,364200,34600,59820,9800,7100,0,198291,7206,0,0,0,0,681017,1186632,633896,9992732
586,”04,385100,0,57765,0,7731,0,57150,0,0,0,0,0,507746,1203371,695685,7992008
587,”03,364200,0,54630,0,8721,0,0,0,0,0,0,0,427551,1087332,523688,6741632
588,”04,376700,26800,60525,15300,0,0,157596,0,0,0,0,0,636921,1256985,680909,9580946
589,”05,406500,42100,67290,0,8693,0,0,0,0,0,0,0,524583,1385254,729203,8409453
590,”05,381000,0,57150,28000,17228,0,172405,0,0,0,0,0,655783,1177838,680909,9728143
591,”06,415700,29600,79125,9800,11256,0,0,0,0,82200,0,0,627681,1443874,785104,9761150
592,”04,393900,25600,62925,15300,3876,0,0,0,0,0,0,0,501601,1306609,711653,8037474
593,”03,364200,7800,55800,15300,2000,0,74328,0,0,0,0,0,519428,1110367,627348,7970851
594,”04,393900,0,59085,28000,6805,0,14432,0,0,0,0,0,502222,1231005,711653,7969322
595,”03,364200,0,54630,9800,8374,390,78729,0,0,0,0,0,516123,1104329,636714,7934519
596,”04,363900,26800,58605,15300,7100,0,54261,28800,0,0,0,0,554766,1155697,620548,8433437
597,”03,353100,14000,55065,9800,10000,500,13326,27944,0,0,0,0,483735,1126049,625041,7555910
598,”03,364200,0,54630,15300,10040,0,6672,0,0,0,0,0,450842,1093688,630851,7134643
599,”03,353100,26800,56985,9800,22536,500,3624,27944,0,0,0,0,501289,1158460,622071,7795999
600,”05,397500,12800,61545,9800,3876,0,39316,0,0,0,0,0,524837,1271483,713434,8282961
601,”04,356100,0,53415,0,4200,0,0,0,0,0,0,0,413715,1051952,606994,6623526
602,”04,356100,0,53415,0,16002,0,0,0,0,0,0,0,425517,1064113,613694,6784011
603,”04,356100,0,53415,15300,2000,0,0,0,0,0,0,0,426815,1062317,612705,6796802
604,”04,385100,42100,64080,15300,2000,6000,30334,22860,9870,0,0,0,577644,1312936,695685,8940349
605,”03,364200,21800,57900,9800,4200,0,10008,18015,12006,0,0,0,497929,1151712,627348,7754208
606,”05,381000,21800,60420,9800,7100,150,29315,41459,6980,0,0,0,558024,1242219,680909,8619416
607,”04,392000,0,58800,0,3876,130,86184,0,0,0,0,0,540990,1224750,708045,8424675
608,”06,407900,25600,77355,9800,8838,0,0,0,0,82200,0,12000,623693,1308194,721345,9513855
609,”05,402000,15600,62640,15300,12102,0,25774,0,0,0,0,0,533416,1293427,721345,8415764
610,”03,364200,20600,57720,9800,5170,0,0,0,0,0,0,0,457490,1151899,525743,7167522
611,”03,364200,21800,57900,30100,11256,0,88740,0,0,0,0,0,573996,1158069,630851,8676872
612,”05,402000,29600,64740,9800,12102,0,49636,0,0,0,0,0,567878,1334773,721345,8870654
613,”05,401300,14000,62295,9800,12353,0,69844,0,0,0,0,0,569592,1285803,719688,8840595
614,”04,370500,0,55575,0,2000,0,51310,0,0,0,0,0,479385,1079592,623083,7455295
615,”05,385800,0,57870,0,2000,0,174443,0,0,0,0,0,620113,1193311,689869,9324536
616,”04,362300,29000,58695,28000,20253,0,0,0,0,0,0,0,498248,1113451,601726,7694153
617,”03,344500,0,51675,0,10998,0,0,0,0,0,0,0,407173,1015471,586086,6487633
618,”06,407900,44600,80205,15300,10040,0,0,0,0,82200,0,0,640245,1379072,721345,9783357
619,”05,393600,33100,64005,28000,12251,0,10815,0,0,0,0,0,541771,1314784,703578,8519614
620,”05,406500,0,60975,9800,21936,0,213109,32168,0,0,0,0,744488,1260922,729203,10923981
621,”03,364200,0,54630,0,12353,0,0,0,0,0,0,0,431183,345534,172767,5692497
622,”05,402000,34600,65490,9800,3876,0,35793,0,0,0,0,0,551559,1349539,721345,8689592
623,”05,394500,28100,63390,15300,2000,0,69676,0,0,0,0,0,572966,1307458,708121,8891171
624,”05,399900,21800,63255,15300,0,0,32967,0,0,0,0,0,533222,1321864,726618,8447146
625,”05,402000,0,60300,28000,4200,6560,15908,0,0,0,0,0,516968,1247357,721345,8172318
626,”04,389500,0,58425,0,0,4510,53942,0,0,0,0,0,506377,1217031,703578,7997133
627,”04,362700,0,54405,15300,12102,500,14352,0,0,0,0,0,459359,1075308,619863,7207479
628,”03,359800,39600,59910,9800,4200,0,64202,0,0,0,0,0,537512,1158681,612918,8221743
629,”03,349700,14000,54555,9800,5170,0,19218,0,0,0,0,0,452443,1032023,595625,7056964
630,”04,352200,14000,54930,9800,2000,0,23226,0,0,0,0,0,456156,1067444,592206,7133522
631,”04,352200,42100,59145,15300,2000,0,0,0,0,0,0,0,470745,1150430,592206,7391576
632,”04,395800,26800,63390,9800,12569,0,271586,0,0,0,0,0,779945,1320181,717443,11396964
633,”03,353100,26800,56985,15300,7100,0,20053,27944,0,0,0,0,507282,1134278,608745,7830407
634,”03,353100,14000,55065,15300,4200,0,0,0,0,0,0,0,441665,1111262,549892,6961134
635,”03,355100,21800,56535,9800,4200,11740,9759,38643,5208,0,0,0,512785,1092922,604709,7851051
636,”04,362900,37100,60000,15300,2000,8400,16620,0,7980,0,0,0,510300,1157314,604709,7885623
637,”05,382700,0,57405,15300,2000,0,10515,11358,7010,0,0,0,486288,1188201,687079,7710736
638,”05,377000,29600,60990,15300,8838,0,0,0,0,0,0,0,491728,1251486,672964,7825186
639,”05,384500,21800,60945,9800,4200,0,50436,0,0,0,0,0,531681,1258648,690609,8329429
640,”04,372600,29600,60330,9800,4200,1150,10239,40546,7513,0,0,0,535978,1251486,672964,8356186
641,”04,370500,0,55575,9800,14874,0,40728,0,0,0,0,0,491477,1087332,627348,7612404
642,”03,364200,0,54630,0,0,0,24152,0,0,0,0,0,442982,1099215,633896,7048895
643,”03,364200,0,54630,0,2000,0,26688,0,0,0,0,0,447518,1085535,626358,7082109
644,”03,364200,0,54630,9800,2000,0,0,0,0,0,0,0,430630,1075621,620803,6863984
645,”06,408700,20600,76725,9800,4135,0,0,0,0,82200,0,4000,606160,1371607,767379,9412906
646,”04,379000,0,56850,0,3876,0,41664,0,0,0,0,0,481390,1185209,685167,7647056
647,”05,397500,29600,64065,15300,3103,160,63640,0,0,0,0,0,573368,1321098,713434,8914948
648,”03,364200,0,54630,0,15996,0,3336,0,0,0,0,0,438162,1087332,627348,6972624
649,”04,385100,0,57765,28000,9306,0,0,0,0,0,0,0,480171,1203371,695685,7661108
650,”05,397500,29600,64065,15300,3103,0,372390,0,0,0,0,0,881958,1321098,713434,12618028
651,”04,385100,0,57765,9800,3876,0,32309,0,0,0,0,0,488850,1203371,695685,7765256
652,”03,361000,21800,57420,9800,7238,0,6614,0,0,0,0,0,463872,1130936,505879,7203279
653,”06,407900,29600,77955,9800,10315,0,0,0,0,82200,0,0,617770,1334773,721345,9469358
654,”04,376700,7500,57630,0,3876,0,0,0,0,0,0,0,445706,1199987,680909,7229368
655,”05,388700,7800,59475,9800,15996,0,156928,23070,0,0,0,0,661769,1230103,698028,9869359
656,”04,365000,0,54750,30100,8226,0,21798,0,0,0,0,0,479874,1135988,656707,7551183
657,”04,376700,14000,58605,9800,13441,0,0,0,0,0,0,0,472546,1219183,680909,7570644
658,”03,364200,0,54630,15300,2000,6150,61251,0,0,0,0,0,503531,1093688,630851,7766911
659,”04,392000,12800,60720,9800,4200,650,72678,0,0,0,0,0,552848,1247785,708045,8590006
661,”04,370500,12800,57495,15300,2000,0,16970,0,0,0,0,0,475065,1126929,628338,7456047
662,”03,353100,12800,54885,9800,19516,0,0,0,0,0,0,0,450101,1103436,614533,7119181
663,”03,353100,14000,55065,9800,4200,0,0,0,0,0,0,0,436165,1109881,616132,6959993
664,”04,365000,14000,56850,9800,8374,0,199379,0,0,0,0,0,653403,1177333,656707,9674876
665,”03,350100,34600,57705,15300,4200,0,40405,27704,0,0,0,0,530014,1135687,596480,8092335
666,”04,358300,14000,55845,15300,7975,440,9846,0,0,0,0,0,461706,1109881,616132,7266485
667,”04,356100,23100,56880,9800,4200,500,0,0,0,0,0,0,450580,1116303,604861,7128124
669,”03,353100,15600,55305,9800,10000,0,27816,27944,0,0,0,0,499565,1101201,608745,7704726
670,”04,356100,7800,54585,15300,4200,1000,67196,28184,0,0,0,0,534365,1085353,612705,8110438
671,”03,353100,0,52965,15300,4200,0,12936,27944,0,0,0,0,466445,1060658,611791,7269789
672,”04,393300,14000,61095,30100,11256,0,130425,0,0,0,0,0,640176,1270043,710331,9662486
673,”03,353100,14000,55065,9800,19949,0,0,0,0,0,0,0,451914,1149063,616893,7188924
674,”04,356100,25600,57255,28000,10000,0,233417,28184,0,0,0,0,738556,1117129,601117,10580918
675,”03,364200,0,54630,30100,0,0,0,0,0,0,0,0,448930,1081665,624225,7093050
676,”04,381700,12800,59175,9800,4200,0,39156,26432,0,0,0,0,533263,1231112,689869,8320137
677,”04,375700,0,56355,0,3876,0,17205,0,0,0,0,0,453136,1173817,678599,7290048
678,”03,364200,0,54630,15300,13362,0,201626,0,0,0,0,0,649118,1079592,623083,9492091
679,”04,381700,0,57255,0,4200,0,69366,0,0,0,0,0,512521,1193311,689869,8033432
681,”04,381700,0,57255,0,5701,0,17480,0,0,0,0,0,462136,1193311,689869,7428812
682,”03,356700,26800,57525,0,9733,0,23655,0,0,0,0,0,474413,1131637,607445,7432038
683,”04,381700,0,57255,28000,9576,0,129772,0,0,0,0,0,606303,1193311,689869,9158816
684,”04,381700,0,57255,9800,3876,320,6992,0,0,0,0,0,459943,1193311,689869,7402496
