№,級,給料月額,扶養手当月額,地域手当月額,住居手当月額,通勤手当月額,特殊勤務手当,超過勤務手当,休日給,夜勤手当,管理職手当月額,宿日直手当,管理職員特別勤務手当,給与月額,期末手当年額（昨年度）,勤勉手当年額（昨年度）,【参考】年間給与
421,”04,370600,14000,57690,9800,7452,0,0,0,0,0,0,0,459542,1097628,649703,7261835
423,”04,370600,0,55590,15300,0,0,0,0,0,0,0,0,441490,1055768,649703,7003351
425,”05,411000,0,61650,9800,4200,0,74093,32528,0,0,0,0,593271,1351778,831863,9302893
426,”04,395800,0,59370,9800,7170,0,33640,0,0,0,0,0,505780,1301785,801098,8172243
427,”03,353100,11200,54645,0,10000,0,0,27944,0,0,0,0,456889,1089256,649703,7221627
428,”05,395800,14000,61470,15300,7080,0,0,0,0,0,0,0,493650,1343646,801098,8068544
429,”04,370600,21800,58860,9800,10000,0,20775,29328,0,0,0,0,521163,1120950,649703,8024609
430,”04,370600,26800,59610,9800,12900,0,39376,29328,0,0,0,0,548414,1135900,649703,8366571
431,”04,370600,29600,60030,9800,26200,500,42500,29328,0,0,0,0,568558,1252001,715998,8790695
432,”05,395800,14000,61470,9800,4200,0,0,0,0,0,0,0,485270,1343646,801098,7967984
433,”04,395800,20600,62460,15300,2000,14000,61625,0,0,0,0,0,571785,1363379,801098,9025897
434,”05,411000,0,61650,9800,7100,150,11295,44726,7530,0,0,0,553251,1351778,831863,8822653
435,”05,403700,26800,64575,15300,9186,9600,14792,0,8880,0,0,0,552833,1399678,812028,8845702
436,”03,364200,14000,56730,9800,2000,5600,13344,14412,3335,0,0,0,483421,1130817,670127,7601996
437,”06,430900,26800,80985,9800,15800,0,0,0,0,82200,0,12000,658485,1593838,931511,10427169
438,”03,364200,14000,56730,15300,2000,740,29356,0,10672,0,0,0,492998,1130817,670127,7716920
439,”05,411000,34600,66840,9800,12900,1100,27258,12198,8283,0,0,0,583979,1455232,831863,9294843
440,”04,395800,29600,63810,9800,14064,900,19575,11745,7975,0,0,0,553269,1390289,801098,8830615
441,”04,395800,0,59370,9800,15800,450,10875,46980,7975,0,0,0,547050,1301785,801098,8667483
442,”06,417900,49600,82455,9800,12900,450,0,0,0,82200,0,4000,659305,1500082,831863,10243605
443,”05,411000,42100,67965,9800,4200,3750,15060,0,9789,0,0,0,563664,1477657,831863,9073488
444,”05,411000,14000,63750,9800,7100,150,18825,44726,7530,0,0,0,576881,1411670,831863,9166105
445,”05,411000,34600,66840,9800,10000,750,11295,44726,7530,0,0,0,596541,1455232,831863,9445587
446,”04,395800,26800,63390,15300,2000,11040,28857,11745,11600,0,0,0,566532,1420190,801098,9019672
447,”05,411000,26800,65670,9800,4200,15600,27108,48792,11295,0,0,0,620265,1431910,831863,9706953
448,”04,395800,20600,62460,15300,2000,3150,15225,15660,9425,0,0,0,539620,1363379,801098,8639917
449,”05,411000,7800,62820,28000,10000,4200,27861,48792,10542,0,0,0,611015,1394822,831863,9558865
450,”03,364200,0,54630,9800,13951,0,40032,0,0,0,0,0,482613,1088957,670127,7550440
451,”03,364200,14000,56730,0,22536,0,7472,0,0,0,0,0,464938,1130817,670127,7380200
452,”03,364200,0,54630,9800,5170,0,0,0,0,0,0,0,433800,1088957,670127,6964684
453,”04,395800,0,59370,9800,11116,0,14500,0,0,0,0,0,490586,1301785,801098,7989915
454,”03,364200,0,54630,9800,4200,0,0,0,0,0,0,0,432830,1088957,670127,6953044
456,”04,370600,14000,57690,9800,7100,0,0,0,0,0,0,0,459190,1243628,715998,7469906
457,”04,370600,14000,57690,0,2000,0,0,0,0,0,0,0,444290,1205356,715998,7252834
458,”03,364200,0,54630,15300,0,0,0,0,0,0,0,0,434130,1130817,670127,7010504
459,”06,420500,0,75405,9800,12900,0,0,0,0,82200,0,0,600805,1469004,904002,9582666
460,”06,424436,34600,81000,9800,4200,0,0,0,0,80967,0,0,635003,1617160,960621,10197817
461,”03,364200,39600,60570,30100,0,0,0,0,0,0,0,0,494470,1207361,670127,7811128
462,”04,395800,0,59370,9800,7100,0,0,0,0,0,0,0,472070,1041428,0,6706268
463,”08,469700,34600,92145,15300,2000,0,0,0,0,110000,0,0,723745,1724683,997679,11407302
464,”04,395800,11200,61050,9800,15110,0,0,0,0,0,0,0,492960,1335273,801098,8051891
465,”05,411000,12800,63570,15300,4200,0,3765,0,0,0,0,0,510635,1428322,831863,8387805
466,”04,395800,14000,61470,15300,3876,3780,47995,0,0,0,0,0,542221,1381918,801098,8689668
467,”06,430900,34600,82155,9800,11748,0,0,0,0,82200,0,0,651403,1617160,960621,10394617
468,”06,432800,0,77250,9800,13324,0,0,0,0,82200,0,0,615374,1520240,935532,9840260
469,”07,453200,14000,83850,9800,7701,0,0,0,0,91800,0,0,660351,1663089,997679,10584980
470,”06,428300,29600,81015,9800,15110,0,0,0,0,82200,0,0,646025,1593269,926009,10271578
471,”07,449000,0,81120,9800,4135,0,0,0,0,91800,0,0,635855,1606537,1019533,10256330
472,”05,401200,16200,62610,9800,5170,0,0,0,0,0,0,0,494980,1350223,801098,8091081
473,”04,395800,42100,65685,15300,2000,0,7830,0,0,0,0,0,528715,1427664,801098,8573342
474,”07,442500,26800,84165,9800,23280,0,0,0,0,91800,0,0,678345,1654135,998886,10793161
475,”04,395800,25600,63210,9800,13441,0,0,0,0,0,0,0,507851,1363379,801098,8258689
476,”06,422564,0,75529,9800,4405,0,0,0,0,80967,0,0,593265,1507172,927490,9553842
477,”05,411000,0,61650,9800,4200,0,0,0,0,0,0,0,486650,1208801,389936,7438537
478,”05,401200,0,60180,0,7100,0,84525,0,0,0,0,0,553005,1301785,801098,8738943
479,”04,395800,0,59370,9800,12751,0,33495,0,0,0,0,0,511216,1301785,801098,8237475
480,”03,364200,0,54630,0,2000,0,16680,0,0,0,0,0,437510,1088957,670127,7009204
481,”03,353100,47100,60030,9800,7100,0,24582,27944,0,0,0,0,529656,1178988,649703,8184563
482,”06,420200,14000,77274,9800,10206,0,0,0,0,80967,0,0,612447,1518777,908871,9777012
483,”03,353100,14000,55065,15300,4200,0,0,27944,0,0,0,0,469609,1097628,649703,7382639
484,”04,368400,0,55260,15300,18636,0,45888,29152,0,0,0,0,532636,1055768,649703,8097103
486,”04,370600,14000,57690,9800,12900,0,0,0,0,0,0,0,464990,1205356,715998,7501234
487,”03,364200,14000,56730,15300,8838,0,24152,0,0,0,0,0,483220,1130817,670127,7599584
489,”06,427600,54600,84660,9800,7100,0,0,0,0,82200,0,0,665960,1665613,924529,10581662
490,”06,420500,21800,78675,9800,2000,0,0,0,0,82200,0,0,614975,1534187,904002,9817889
491,”06,420500,26800,79425,15300,8838,0,0,0,0,82200,0,0,633063,1549136,904002,10049894
492,”06,417900,39600,80955,9800,5170,0,0,0,0,82200,0,0,635625,1455232,831863,9914595
493,”06,427600,14000,78570,15300,14874,0,0,0,0,82200,0,0,632544,1544220,953420,10088168
494,”07,439700,14000,81825,9800,4200,0,0,0,0,91800,0,0,641325,1562100,935532,10193532
495,”05,411000,14000,63750,9800,25324,0,23794,0,0,0,0,0,547668,1393638,831863,8797517
496,”05,411000,25600,65490,9800,14521,0,3765,0,0,0,0,0,530176,1428322,831863,8622297
497,”04,395800,39600,65310,9800,13042,0,0,0,0,0,0,0,523552,529667,0,6812291
498,”06,422600,7800,76890,9800,4200,0,0,0,0,82200,0,0,603490,1508488,913948,9664316
499,”05,411000,0,61650,15300,7872,0,75601,0,0,0,0,0,571423,1351778,831863,9040717
500,”06,416000,42100,81045,9800,11500,0,0,0,0,82200,0,0,642645,1462855,822754,9997349
502,”04,395800,0,59370,15300,0,0,25375,0,0,0,0,0,495845,1301785,801098,8053023
503,”04,374400,34600,61350,0,4200,2850,41834,0,9604,0,0,0,528838,1328277,753737,8428070
504,”04,374400,39600,62100,9800,10000,450,21399,0,6860,0,0,0,524609,1328277,753737,8377322
505,”05,411000,0,61650,0,8838,0,7530,32528,0,0,0,0,521546,1351778,831863,8442193
506,”05,411000,0,61650,9800,12353,0,11295,0,0,0,0,0,506098,1351778,831863,8256817
507,”05,411000,7800,62820,30100,3876,0,76203,0,0,0,0,0,591799,1375100,831863,9308551
508,”06,426600,7800,77490,15300,4200,0,0,0,0,82200,0,0,613590,1522242,922412,9807734
509,”05,411000,12800,63570,15300,8838,0,18825,0,0,0,0,0,530333,1390050,831863,8585909
510,”03,364200,0,54630,0,4200,0,0,0,0,0,0,0,423030,871166,0,5947526
511,”03,364200,0,54630,0,0,0,0,0,0,0,0,0,418830,1088957,670127,6785044
512,”05,409100,0,61365,15300,2000,0,82434,0,0,0,0,0,570199,1345527,828017,9015932
513,”05,397400,34600,64800,9800,12353,0,7280,0,0,0,0,0,526233,1369567,788346,8472709
514,”04,370600,0,55590,15300,4200,500,49832,29328,0,0,0,0,525350,1163497,715998,8183695
515,”05,389500,14000,60525,9800,7100,0,70215,30824,0,0,0,0,581964,1322923,788346,9094837
516,”03,364200,0,54630,9800,10131,0,0,0,0,0,0,0,438761,0,0,5265132
517,”05,411000,0,61650,0,13036,0,7530,0,0,0,0,0,493216,1351778,831863,8102233
518,”06,425200,26800,80130,15300,0,0,0,0,0,82200,0,0,629630,1574239,919450,10049249
519,”03,364200,15600,56970,9800,12538,0,70056,0,0,0,0,0,529164,1028592,249203,7627763
520,”05,411000,0,61650,9800,4200,0,0,0,0,0,0,0,486650,1351778,831863,8023441
521,”05,411000,29600,66090,9800,7701,0,20480,0,0,0,0,0,544671,1440282,831863,8808197
522,”04,384500,12800,59595,15300,4200,0,0,0,0,0,0,0,476395,1302891,778227,7797858
523,”04,381000,0,57150,28000,14097,0,200740,0,0,0,0,0,680987,1245215,766285,10183344
524,”05,397500,31500,64350,9800,19771,0,4076,0,0,0,0,0,526997,1401560,804538,8530062
525,”03,364200,12800,56550,9800,3876,0,20016,0,0,0,0,0,467242,1088957,670127,7365988
526,”03,364200,0,54630,9800,4200,0,23752,0,0,0,0,0,456582,1088957,670127,7238068
527,”04,370600,14000,57690,9800,7100,500,42771,29328,0,0,0,0,531789,1205356,715998,8302822
528,”03,364200,39600,60570,0,0,0,106752,0,0,0,0,0,571122,1192411,670127,8716002
529,”03,353100,0,52965,0,7100,0,23287,27944,0,0,0,0,464396,1055768,649703,7278223
530,”03,353100,59600,61905,9800,7100,500,3624,27944,0,0,0,0,523573,1271347,649703,8203926
531,”04,362400,0,54360,30100,2000,0,0,0,0,0,0,0,448860,1130845,695904,7213069
532,”03,353100,0,52965,9800,7100,0,3624,27944,0,0,0,0,454533,1055768,649703,7159867
533,”04,370600,0,55590,30100,4200,0,13580,0,0,0,0,0,474070,1055768,649703,7394311
534,”04,393900,34600,64275,15300,4200,0,58306,0,0,0,0,0,570581,1398989,797252,9043213
535,”03,353100,0,52965,15300,4200,0,0,27944,0,0,0,0,453509,1055768,649703,7147579
536,”06,420500,39600,81345,9800,7100,300,0,0,0,82200,0,12000,652845,1587408,904002,10325550
537,”04,370600,0,55590,9800,10315,0,118825,0,0,0,0,0,565130,1156591,711748,8649899
538,”05,411000,37100,67215,9800,13441,0,108732,0,0,0,0,0,647288,1462707,831863,10062026
539,”03,364200,16200,57060,15300,4200,0,23752,0,0,0,0,0,480712,1137395,670127,7576066
540,”05,411000,0,61650,9800,12946,0,7530,0,0,0,0,0,502926,1351778,831863,8218753
541,”06,420500,21800,78675,9800,14874,0,0,0,0,82200,0,0,627849,1534187,904002,9972377
542,”06,420700,0,75435,30100,2000,0,0,0,0,82200,0,0,610435,1478632,909927,9713779
543,”06,417900,0,75015,9800,10956,0,0,0,0,82200,0,0,595871,1351778,831863,9334093
544,”06,420500,15600,77745,9800,3876,0,0,0,0,82200,0,0,609721,1515648,904002,9736302
545,”05,411000,0,61650,0,14119,0,7530,0,0,0,0,0,494299,1351778,831863,8115229
546,”04,376800,0,56520,0,14521,0,24157,0,0,0,0,0,471998,1233044,758796,7655816
547,”05,411000,20600,64740,9800,10206,3600,120480,0,0,0,0,0,640426,1413372,831863,9930347
548,”05,411000,15600,63990,9800,8374,0,7530,0,0,0,0,0,516294,1398422,831863,8425813
549,”05,411000,21800,64920,9800,12900,0,0,0,0,0,0,0,520420,1416960,831863,8493863
550,”04,381700,28100,61470,15300,2000,3600,21396,0,0,0,0,0,513566,1339428,772559,8274779
551,”05,389300,23100,61860,15300,4200,0,43218,0,0,0,0,0,536978,1324478,772559,8540773
552,”06,420500,47100,82470,9800,12396,0,0,0,0,82200,0,0,654466,1609833,904002,10367427
553,”04,371800,39600,61710,9800,4200,0,7356,14712,0,0,0,0,509178,1192411,670127,7972674
554,”03,364200,0,54630,0,20598,0,3336,0,0,0,0,0,442764,1088957,670127,7072252
555,”03,364200,0,54630,0,4200,0,10008,0,0,0,0,0,433038,1088957,670127,6955540
557,”03,353100,0,52965,15300,0,0,0,0,0,0,0,0,421365,944100,304548,6305028
558,”04,381700,34600,62445,9800,12031,0,13984,0,0,0,0,0,514560,1358864,772559,8306143
559,”04,369600,14000,57540,28000,4200,440,3385,0,0,0,0,0,477165,1198451,711748,7636179
560,”04,378000,39600,62640,15300,13362,0,27696,0,0,0,0,0,536598,1340117,761024,8540317
561,”03,353100,14000,55065,9800,26171,0,3624,27944,0,0,0,0,489704,1097628,649703,7623779
562,”03,353100,0,52965,0,7100,0,3624,0,0,0,0,0,416789,1055768,649703,6706939
563,”03,353100,26800,56985,15300,4200,0,17078,27944,0,0,0,0,501407,1120950,649703,7787537
564,”04,359600,34600,59130,9800,7238,0,0,0,0,0,0,0,470368,1225509,690496,7560421
565,”04,359600,39600,59880,9800,18647,0,0,0,0,0,0,0,487527,1240459,690496,7781279
566,”06,417900,0,75015,28000,5701,0,0,0,0,82200,0,0,608816,1390050,831863,9527705
567,”04,370600,14000,57690,9800,20944,500,67349,29328,0,0,0,0,570211,1203474,714839,8760845
569,”03,353100,26800,56985,9800,17484,0,3624,27944,0,0,0,0,495737,1135900,649703,7734447
570,”03,353100,26800,56985,15300,2000,0,3624,27944,0,0,0,0,485753,1135900,649703,7614639
571,”03,353100,0,52965,0,4200,0,3624,27944,0,0,0,0,441833,1055768,649703,7007467
572,”04,363400,39600,60450,9800,2000,0,56593,0,0,0,0,0,531843,1237441,697837,8317394
574,”04,357400,29600,58050,9800,17164,1000,51076,28288,0,0,0,0,552378,1144272,649703,8422511
575,”04,370600,14000,57690,15300,4200,1000,34626,29328,0,0,0,0,526744,1198451,711748,8231127
576,”04,395800,0,59370,15300,8616,0,0,0,0,0,0,0,479086,1350223,801098,7900353
577,”03,353100,0,52965,0,24897,0,3624,27944,0,0,0,0,462530,1055768,649703,7255831
578,”03,364200,11200,56310,0,0,0,103416,0,0,0,0,0,535126,1122445,670127,8214084
579,”04,380600,0,57090,30100,7452,0,0,0,0,0,0,0,475242,1251793,770334,7725031
580,”03,364200,14000,56730,15300,2000,0,40032,0,0,0,0,0,492262,1130817,670127,7708088
581,”05,411000,0,61650,0,9306,0,15060,32528,0,0,0,0,529544,1351778,831863,8538169
582,”03,364200,0,54630,28000,7238,0,0,0,0,0,0,0,454068,1088957,670127,7207900
583,”05,406500,0,60975,0,11748,0,0,0,0,0,0,0,479223,1336976,822754,7910406
584,”06,414800,33100,79515,9800,5170,0,0,0,0,82200,0,0,624585,1557316,897444,9949780
585,”03,364200,34600,59820,9800,7100,0,180944,7206,0,0,0,0,663670,1192411,670127,9826578
586,”04,385100,0,57765,0,7731,0,11430,0,0,0,0,0,462026,1266591,779441,7590344
587,”03,364200,0,54630,0,8721,0,0,0,0,0,0,0,427551,871166,0,6001778
588,”04,376700,26800,60525,15300,0,0,72450,0,0,0,0,0,551775,1319096,762439,8702835
589,”05,406500,47100,68040,0,7452,0,0,0,0,0,0,0,529092,1462855,822754,8634713
590,”05,384500,14000,59775,28000,16178,0,62832,0,0,0,0,0,565285,1279520,773773,8836713
591,”06,415700,34600,79875,9800,3876,0,0,0,0,82200,0,0,626051,1549944,899348,9961904
592,”05,401200,25600,64020,15300,3876,0,0,0,0,0,0,0,509996,1372079,797252,8289283
593,”03,364200,7800,55800,15300,2000,0,38296,0,0,0,0,0,483396,1112280,670127,7583159
594,”04,393900,0,59085,28000,6805,0,21648,0,0,0,0,0,509438,1295535,797252,8206043
595,”03,364200,0,54630,9800,8374,520,27888,0,0,0,0,0,465412,1088957,670127,7344028
596,”04,367400,26800,59130,15300,7100,500,27323,29072,0,0,0,0,532625,1226676,705566,8323742
597,”04,370600,14000,57690,9800,10000,0,42771,29328,0,0,0,0,534189,1097628,649703,8157599
598,”03,364200,0,54630,15300,8616,0,0,0,0,0,0,0,442746,1088957,670127,7072036
599,”03,353100,14000,55065,9800,21696,0,3624,27944,0,0,0,0,485229,1135900,649703,7608351
600,”06,407600,12800,75390,9800,3876,0,0,0,0,82200,0,0,591666,1345647,804538,9250177
601,”04,359600,0,53940,0,4200,0,0,0,0,0,0,0,417740,1122056,690496,6825432
603,”04,359600,0,53940,15300,2000,0,0,0,0,0,0,0,430840,1122056,690496,6982632
604,”04,385100,42100,64080,15300,2000,9200,10581,41910,10575,0,0,0,580846,1392471,779441,9142064
605,”03,364200,21800,57900,9800,4200,0,10008,0,10005,0,0,0,477913,1154139,670127,7559222
606,”05,384500,21800,60945,9800,7100,650,25782,41844,7040,0,0,0,559461,1322564,773773,8809869
607,”04,392000,0,58800,0,3876,130,79002,0,0,0,0,0,533808,1289288,793408,8488392
608,”06,411600,25600,77910,9800,8838,0,0,0,0,82200,0,0,615948,1515635,885594,9792605
609,”05,402000,15600,62640,15300,10956,0,44184,0,0,0,0,0,550680,1368821,813647,8790628
610,”03,364200,20600,57720,9800,12714,0,0,0,0,0,0,0,465034,1150552,670127,7401087
611,”04,371800,21800,59040,30100,10206,0,56400,0,0,0,0,0,549346,1154139,670127,8416418
612,”06,411600,29600,78510,9800,10956,0,0,0,0,82200,0,0,622666,1410681,813647,9696320
613,”06,410900,14000,76065,9800,12353,0,0,0,0,82200,0,0,605318,1361734,812230,9437780
614,”04,373900,0,56085,0,7872,0,0,0,0,0,0,0,437857,1222849,752522,7229655
615,”05,389300,0,58395,0,2000,0,67754,0,0,0,0,0,517449,1273170,783488,8266046
616,”04,365900,29000,59235,28000,20253,0,26816,0,0,0,0,0,529204,1282590,735925,8368963
617,”03,344500,0,51675,0,10998,0,0,0,0,0,0,0,407173,1030054,633879,6550009
618,”06,411600,44600,80760,15300,8616,0,0,0,0,82200,0,0,643076,1572446,885594,10174952
619,”05,397400,38100,65325,28000,11197,0,32760,0,0,0,0,0,572782,1397792,799276,9070452
620,”05,406500,0,60975,9800,21313,0,0,0,0,0,0,0,498588,1336976,822754,8142786
621,”03,364200,0,54630,0,12353,0,6672,0,0,0,0,0,437855,871166,0,6125426
622,”05,402000,34600,65490,9800,3876,0,0,0,0,0,0,0,515766,1425632,813647,8428471
623,”05,394500,28100,63390,15300,2000,0,0,0,0,0,0,0,503290,1381527,798466,8219473
624,”05,403700,21800,63825,15300,0,0,107242,0,0,0,0,0,611867,1384728,812028,9539160
625,”05,402000,0,60300,28000,4200,6150,122985,7954,0,0,0,0,631589,1322177,813647,9714892
626,”04,389500,0,58425,0,0,4920,70215,19265,0,0,0,0,542325,1281063,788346,8577309
627,”04,366200,0,54930,15300,10956,0,0,0,0,0,0,0,447386,1142777,703247,7214656
628,”03,359800,26800,57990,9800,4200,0,0,0,0,0,0,0,458590,1173965,662031,7339076
629,”03,349700,14000,54555,9800,5170,0,44842,0,0,0,0,0,478067,1087462,643447,7467713
630,”04,356000,14000,55500,9800,2000,0,0,0,0,0,0,0,437300,1151671,682961,7082232
631,”04,356000,47100,60465,15300,2000,0,0,0,0,0,0,0,480865,1235690,682961,7689031
632,”04,395800,26800,63390,9800,11328,0,148625,0,0,0,0,0,655743,1381918,801098,10051932
633,”04,357400,26800,57630,15300,7100,500,26848,28288,0,0,0,0,519866,1135900,649703,8023995
634,”04,360200,14000,56130,15300,4200,0,0,0,0,0,0,0,449830,1097628,649703,7145291
635,”03,355100,21800,56535,9800,2000,5700,31227,17565,8463,0,0,0,508190,1126930,653383,7878593
636,”04,366600,42100,61305,15300,2000,8400,13432,0,9408,0,0,0,518545,1308782,737140,8268462
637,”05,382700,0,57405,15300,2000,1190,14721,11358,7711,0,0,0,492385,1258698,774583,7941901
638,”05,380700,29600,61545,15300,8838,0,171840,0,0,0,0,0,667823,1332730,765677,10112283
639,”05,384500,21800,60945,9800,4200,0,35220,0,0,0,0,0,516465,1329800,778227,8305607
640,”05,380700,29600,61545,9800,4200,740,45752,15064,6970,0,0,0,554371,1313985,754142,8720579
641,”04,373900,0,56085,9800,14874,0,41922,0,0,0,0,0,496581,1222849,752522,7934343
642,”03,364200,0,54630,15300,2000,0,16680,0,0,0,0,0,452810,1088957,670127,7192804
643,”03,364200,0,54630,0,2000,0,30824,0,0,0,0,0,451654,1088957,670127,7178932
644,”03,364200,0,54630,9800,4200,0,0,0,0,0,0,0,432830,1088957,670127,6953044
645,”06,408700,20600,76725,9800,4135,0,0,0,0,82200,0,0,602160,1498964,801610,9526494
646,”04,379000,0,56850,0,3876,0,0,0,0,0,0,0,439726,1246530,767095,7290337
647,”06,407600,29600,77910,15300,2000,0,0,0,0,82200,0,0,614610,1395879,804538,9575737
648,”04,371800,0,55770,0,15996,0,64714,0,0,0,0,0,508280,1088957,670127,7858444
649,”04,385100,0,57765,28000,9306,0,7904,0,0,0,0,0,488075,1266591,779441,7902932
650,”03,364200,29600,59070,15300,3103,0,156792,0,0,0,0,0,628065,1395879,804538,9737197
651,”04,385100,0,57765,9800,3876,110,78585,0,0,0,0,0,535236,1266591,779441,8468864
652,”03,361000,21800,57420,9800,7238,0,0,0,0,0,0,0,457258,1144571,593664,7225331
653,”06,411600,29600,78510,9800,10315,0,0,0,0,82200,0,0,622025,1507873,885594,9857767
654,”04,376700,7500,57630,0,4135,0,86527,0,0,0,0,0,532492,1261389,762439,8413732
655,”05,388700,7800,59475,9800,15996,0,104950,0,0,0,0,0,586721,1301754,786727,9129133
656,”04,365000,0,54750,30100,10956,0,3744,0,0,0,0,0,464550,1200484,738759,7513843
657,”04,376700,14000,58605,9800,13441,0,0,0,0,0,0,0,472546,1280824,762439,7713815
658,”03,364200,0,54630,15300,2000,5740,55512,0,0,0,0,0,497382,1088957,670127,7727668
659,”04,392000,12800,60720,9800,4200,1040,17955,0,0,0,0,0,498515,1327560,793408,8103148
661,”04,373900,12800,58005,15300,2000,0,41922,0,0,0,0,0,503927,1261121,752522,8060767
662,”04,357400,12800,55530,9800,18466,0,0,0,0,0,0,0,453996,1094040,649703,7191695
663,”03,353100,14000,55065,9800,4200,0,0,0,0,0,0,0,436165,1097628,649703,6981311
664,”04,365000,14000,56850,9800,8374,0,192826,0,0,0,0,0,646850,1242344,738759,9743303
665,”03,350100,34600,57705,15300,4200,0,54130,27704,0,0,0,0,543739,1150252,644183,8319303
666,”04,360800,14000,56220,15300,7975,220,6610,0,0,0,0,0,461125,1170823,694746,7399069
667,”04,359600,23100,57405,9800,4200,0,0,0,0,0,0,0,454105,1191124,690496,7330880
669,”03,353100,15600,55305,9800,10000,0,24582,27944,0,0,0,0,496331,1102412,649703,7708087
670,”04,359600,7800,55110,15300,4200,0,44794,28456,0,0,0,0,515260,1145377,690496,8018993
671,”04,357400,0,53610,15300,4200,0,20038,28288,0,0,0,0,478836,1055768,649703,7451503
672,”04,393300,14000,61095,30100,10206,0,90075,0,0,0,0,0,598776,1335422,796038,9316772
673,”04,360200,14000,56130,9800,17778,0,0,0,0,0,0,0,457908,1097628,649703,7242227
674,”04,359600,0,53940,28000,10000,1000,23584,28456,0,0,0,0,504580,1198600,690496,7944056
675,”03,364200,0,54630,30100,0,0,0,0,0,0,0,0,448930,1088957,670127,7146244
676,”04,381700,12800,59175,9800,4200,0,27968,0,0,0,0,0,495643,1293681,772559,8013956
677,”04,375700,0,56355,0,3876,0,53275,0,0,0,0,0,489206,1235675,760416,7866563
678,”03,364200,0,54630,15300,4200,0,26688,0,0,0,0,0,465018,1088957,670127,7339300
679,”05,389300,0,58395,0,4200,0,39796,0,0,0,0,0,491691,1255409,772559,7928260
681,”04,381700,0,57255,0,5701,0,0,0,0,0,0,0,444656,1255409,772559,7363840
682,”03,356700,26800,57525,0,9733,0,49791,0,0,0,0,0,500549,1146664,656327,7809579
683,”04,381700,0,57255,0,16071,0,20976,0,0,0,0,0,476002,1255409,690475,7657908
684,”04,381700,0,57255,9800,3876,160,0,0,0,0,0,0,452791,1255409,772559,7461460
685,”05,389300,0,58395,15300,10956,0,25814,0,0,0,0,0,499765,1273170,783488,8053838
686,”04,381700,0,57255,30100,0,0,42792,0,0,0,0,0,511847,1255409,772559,8170132
687,”03,364200,0,54630,9800,13042,0,0,0,0,0,0,0,441672,1088957,670127,7059148
688,”05,393800,15600,61410,9800,3876,0,129852,0,0,0,0,0,614338,1341851,797050,9510957
689,”05,376500,0,56475,30100,0,0,148587,0,0,0,0,0,611662,1103214,355875,8799033
690,”03,337800,0,50670,0,12353,0,0,0,0,0,0,0,400823,380700,233082,5423658
691,”05,371500,7800,56895,9800,7100,0,44239,0,0,0,0,0,497334,1127848,239672,7335528
692,”06,415300,34600,79815,9800,7776,0,0,0,0,82200,0,0,629491,1554578,892999,10001469
693,”04,372600,28100,60105,9800,18511,0,0,0,0,0,0,0,489116,1294550,754142,7918084
694,”03,351800,23100,56235,28000,11856,1100,3222,0,0,0,0,0,475313,1120950,647311,7472017
695,”03,364200,7800,55800,28000,10000,0,10008,0,0,0,0,0,475808,1112280,670127,7492103
696,”04,376800,14000,58620,30100,3876,0,44863,0,0,0,0,0,528259,1274904,758796,8372808
697,”04,373900,21800,59355,9800,13441,0,95489,0,0,0,0,0,573785,1326303,752522,8964245
698,”04,357400,26800,57630,9800,21600,500,23312,28288,0,0,0,0,525330,1135900,649703,8089563
699,”03,350100,34600,57705,9800,4200,0,40661,27704,0,0,0,0,524770,1135302,644183,8076725
700,”04,358600,23100,57255,9800,7100,0,0,0,0,0,0,0,455855,1191124,690496,7351880
701,”04,359600,14000,56040,9800,12031,0,13176,0,0,0,0,0,464647,1163915,690496,7430175
702,”04,359600,26800,57960,9800,2000,0,0,0,0,0,0,0,456160,1240459,690496,7404875
703,”03,353100,0,52965,9800,4200,0,20958,27944,0,0,0,0,468967,1094040,649703,7371347
704,”03,364200,0,54630,9800,15251,0,26688,0,0,0,0,0,470569,1088957,670127,7405912
705,”04,358600,7800,54960,0,7080,0,0,0,0,0,0,0,428440,1145377,690496,6977153
706,”05,393800,12800,60990,9800,7100,3390,75317,11688,8652,0,0,0,583537,1333479,797050,9132973
707,”04,366600,37100,60555,15300,2000,11700,21760,39897,9408,0,0,0,564320,1308782,737140,8817762
708,”04,361000,29600,58590,9800,7100,300,9921,39281,7271,0,0,0,522863,1275832,730663,8280851
709,”03,344500,0,51675,0,7999,130,28908,0,0,0,0,0,433212,1030054,633879,6862477
710,”03,353100,0,52965,28000,12900,0,57181,27944,0,0,0,0,532090,1055768,649703,8090551
711,”04,357400,14000,55710,28000,4200,0,37586,28288,0,0,0,0,525184,1097628,649703,8049539
712,”03,343200,7800,52650,15300,4200,0,3520,27160,0,0,0,0,453830,1087761,631488,7165209
713,”04,361100,7800,55335,15300,7872,0,61792,25004,0,0,0,0,534203,1197821,722769,8331026
714,”04,358600,0,53790,9800,7100,0,0,0,0,0,0,0,429290,1122056,690496,6964032
715,”03,361400,0,54210,9800,7100,8300,13240,0,4634,0,0,0,458684,1080585,664975,7249768
716,”04,376700,0,56505,0,9751,0,0,0,0,0,0,0,442956,1238964,762439,7316875
717,”06,399600,15600,74610,9800,8838,0,0,0,0,82200,0,0,590648,1325076,786727,9199579
718,”04,376700,0,56505,0,5170,0,59341,0,0,0,0,0,497716,1238964,762439,7973995
